t H V T P
16.4 -513.5000997534996 -579.1676227293854 65.66752297588579 42.14522132427487 0.0
16.5 -513.5001816165703 -580.6231659401037 67.12298432353343 43.0793320969328 0.0
16.6 -513.5000572935407 -576.3229688822993 62.82291158875847 40.3195581797086 0.0
16.7 -513.5000987460663 -578.7828200693302 65.28272132326394 41.89825676583325 0.0
16.8 -513.5001443082816 -581.0972410607128 67.59709675243118 43.38361604648612 0.0
16.9 -513.5000893622548 -578.6224585713405 65.1223692090857 41.795343254928646 0.0
17.0 -513.5001029146044 -577.2210911756529 63.72098826104849 40.89594112221322 0.0
17.1 -513.5000950769261 -575.1219938319773 61.62189875505121 39.54875170801521 0.0
17.2 -513.5000542308634 -573.2952257190422 59.79517148817881 38.37636357043164 0.0
17.3 -513.5001435289957 -575.7800888979793 62.27994536898365 39.97108407154987 0.0
17.400000000000002 -513.5000574240202 -577.0452470156546 63.54518959163438 40.78311405800842 0.0
17.5 -513.5001725749129 -581.2290635934336 67.72889101852074 43.46820121525599 0.0
17.6 -513.5000906281257 -579.5393646473624 66.03927401923667 42.383810040424656 0.0
17.7 -513.5002061863544 -580.3889930603603 66.88878687400597 42.92902486899701 0.0
17.8 -513.50001603213 -577.2643355953414 63.76431956321144 40.92375102332061 0.0
17.900000000000002 -513.5001642255554 -582.105579584714 68.60541535915851 44.03075193528022 0.0
18.0 -513.5001371673036 -582.7675733434529 69.26743617614936 44.4556349305411 0.0
18.1 -513.5001152630755 -576.8028895397275 63.30277427665207 40.627532628416894 0.0
18.2 -513.5000754510352 -577.2559232192416 63.755847768206465 40.91831385043335 0.0
18.3 -513.500211672427 -582.839032410299 69.33882073787201 44.5014493303631 0.0
18.400000000000002 -513.4999763100856 -576.0491334710479 62.549157160962295 40.14386340053737 0.0
18.5 -513.5001888146887 -580.3137723397547 66.81358352506598 42.880759582874276 0.0
18.6 -513.5001043619804 -579.1053391284378 65.60523476645736 42.1052449363545 0.0
18.7 -513.5000958273854 -576.5610476072222 63.06095177983683 40.47233166776531 0.0
18.8 -513.5000442043314 -579.0025141501774 65.502469945846 42.03929077952411 0.0
